rowID,rowMZ,rowRT,molecule,cos
56658,339.1938093,5.734794249,"NCGC00385373-01_C20H28O3_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-9-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-, (1S,9R)- as [M+Na]+ (339.193) C20H28O3 cos=0.746",0.746
7,415.2104725,5.555210976,"NCGC00385669-01!(E)-3-(acetyloxymethyl)-5-(2-formyl-4-hydroxy-5,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)pent-2-enoic acid as [M+Na]+ (415.209) C22H32O6 cos=0.761",0.761
1186,275.1620144,5.858564065,"NCGC00385861-01_C15H24O3_1,2,4-Metheno-1H-indene-1,5-dimethanol, octahydro-3-hydroxy-alpha~5~,alpha~5~,7a-trimethyl- as [M+Na]+ (275.162) C15H24O3 cos=0.704",0.704
26017,280.2266574,6.824216415,"NCGC00385862-01_C15H26O2_(1S,4R)-7-Isopropyl-1,4-dimethyl-1,2,3,3a,4,5,6,8a-octahydro-1,4-azulenediol as [M+ACN+H]+ (280.227) C15H26O2 cos=0.859",0.859
19452,280.2265667,5.425065767,"NCGC00385862-01_C15H26O2_(1S,4R)-7-Isopropyl-1,4-dimethyl-1,2,3,3a,4,5,6,8a-octahydro-1,4-azulenediol as [M+ACN+H]+ (280.227) C15H26O2 cos=0.905",0.905
29988,503.2607764,2.889410729,neoandrographolide as [M+Na]+ (503.262) C26H40O8 cos=0.806,0.806
21357,189.1227925,0.387712553,N-epsilon-Acetyllysine as [M+H]+ (189.123) C8H16N2O3 cos=0.803,0.803
14461,152.0702371,0.441139345,N-Methylanthranilic acid as [M+H]+ (152.07) C8H9NO2 cos=0.743,0.743
41,162.0756594,0.338860579,N-Methylglutamic acid as [M+H]+ (162.076) C6H11NO4 cos=0.705,0.705
69416,430.3313261,7.90583666,N-Oleoyl-Phenylalanine as [M+H]+ (430.332) C27H43NO3 cos=0.733,0.733
54927,396.3465084,7.915909636,N-Oleyl-Isoleucine as [M+H]+ (396.347) C24H45NO3 cos=0.834,0.834
32771,299.2011499,5.272984657,Norethindrone as [M+H]+ (299.201) C20H26O2 cos=0.917,0.917
1210,220.1117944,6.330558064,N-phenyl-1-naphthylamine as [M+H]+ (220.112) C16H13N cos=0.982,0.982
24612,162.0757378,0.629335715,O-Acetyl-L-homoserine as [M+H]+ (162.077) C6H11NO4 cos=0.754,0.754
13822,162.075684,0.37343631,O-Acetyl-L-homoserine as [M+H]+ (162.077) C6H11NO4 cos=0.760,0.76
60810,326.3049535,7.128042578,Oleoyl Ethanolamide as [M+H]+ (326.305) C20H39NO2 cos=0.866,0.866
1926,167.0701056,3.363321729,Paeonol as [M+H]+ (167.07) C9H10O3 cos=0.933,0.933
15343,298.273462,6.593357891,Palmitoleoyl Ethanolamide as [M+H]+ (298.274) C18H35NO2 cos=0.857,0.857
13801,220.1179559,2.176584805,Pantothenic acid as [M+H]+ (220.118) C9H17NO5 cos=0.973,0.973
9310,160.1118563,2.960399984,Pargyline as [M+H]+ (160.112) C11H13N cos=0.785,0.785
14378,165.0544472,2.93695293,P-Coumaric acid as [M+H]+ (165.055) C9H8O3 cos=0.941,0.941
17667,664.4902102,10.22895658,PE 30:0 as [M+H]+ (664.492) C35H70NO8P cos=0.979,0.979
31895,298.2733438,6.417764262,"Pesticide4_Spiroxamine Isomer 1*_C18H35NO2_N-Ethyl-N-{[8-(2-methyl-2-propanyl)-1,4-dioxaspiro[4.5]dec-2-yl]methyl}-1-propanamine as [M+H]+ (298.274) C18H35NO2 cos=0.795",0.795
2398,304.2616586,7.473376438,"Pesticide7_Fenpropimorph_C20H33NO_Morpholine, 4-[3-[4-(1,1-dimethylethyl)phenyl]-2-methylpropyl]-2,6-dimethyl-, (2R,6S)- as [M+H]+ (304.263) C20H33NO cos=0.860",0.86
120,748.5014279,8.653528505,"Pesticide7_Spinetoram_C42H69NO10_1H-as-Indaceno[3,2-d]oxacyclododecin-7,15-dione, 2-[(6-deoxy-3-O-ethyl-2,4-di-O-methyl-alpha-L-mannopyranosyl)oxy]-13-[[(2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl]oxy]-9-ethyl-2,3,3a,4,5,5a,5b,6,9,10,11,12,13,14,16a,16b-hexadecahydro-14-methyl-, (3aR,5aR,9S,13S,14R,16aS,16bR)- as [M+H]+ (748.499) C42H69NO10 cos=0.873",0.873
10011,180.1015857,2.788582918,Phenacetin as [M+H]+ (180.102) C10H13NO2 cos=0.716,0.716
567,180.1015745,4.712562029,Phenacetin as [M+H]+ (180.102) C10H13NO2 cos=0.797,0.797
19568,192.1380023,2.498376488,Phendimetrazine as [M+H]+ (192.138) C12H17NO cos=0.928,0.928
10250,165.0908979,6.907130307,Phenethylacetate as [M+H]+ (165.091) C10H12O2 cos=0.724,0.724
19699,166.0860422,1.429435976,PHENYLALANINE as [M+H]+ (166.086) C9H11NO2 cos=0.780,0.78
76708,166.086058,1.462115871,PHENYLALANINE as [M+H]+ (166.086) C9H11NO2 cos=0.780,0.78
1973,175.0152508,6.574170331,Phenylphosphoric acid as [M+H]+ (175.015) C6H7O4P cos=0.732,0.732
1367,149.0231174,4.64944621,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.921,0.921
1340,149.0231239,2.551683709,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.943,0.943
47943,149.0231138,5.973863007,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.962,0.962
98,149.0231571,6.664393693,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.964,0.964
573,149.0230333,8.410684395,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.965,0.965
174,149.0230848,5.126151226,Phthalic anhydride as [M+H]+ (149.023) C8H4O3 cos=0.966,0.966
1156,473.1443929,5.134771697,PI 8:0 as [M-H]- (473.142) C17H31O13P cos=0.902,0.902
15401,209.1281929,2.724370303,Pilocarpine as [M+H]+ (209.129) C11H16N2O2 cos=0.807,0.807
604,337.1038378,5.788711282,PSEUDO-ANISATIN as [M+K]+ (337.105) C15H22O6 cos=0.749,0.749
20831,168.0653261,2.58275721,Pyridoxal as [M+H]+ (168.066) C8H9NO3 cos=0.820,0.82
1759,169.0968459,0.649877085,Pyridoxamine as [M+H]+ (169.097) C8H12N2O2 cos=0.910,0.91
40316,167.0811327,0.752970897,PYRIDOXAMINE as [M-H]- (167.082) C8H12N2O2 cos=0.744,0.744
3345,167.0812683,2.545064731,PYRIDOXAMINE as [M-H]- (167.082) C8H12N2O2 cos=0.794,0.794
19817,170.0807754,0.4948624,PYRIDOXINE as [M+H]+ (170.08) C8H11NO3 cos=0.930,0.93
9494,174.054646,3.577579182,Quinaldic acid as [M+H]+ (174.055) C10H7NO2 cos=0.728,0.728
9438,174.0548731,3.123786825,Quinaldic acid as [M+H]+ (174.055) C10H7NO2 cos=0.862,0.862
9211,174.0547518,2.194728703,Quinaldic acid as [M+H]+ (174.055) C10H7NO2 cos=0.936,0.936
610,180.1744999,4.351387346,Rimantadine as [M+H]+ (180.175) C12H21N cos=0.837,0.837
30051,267.1576327,5.21061695,Sambucinol as [M+H]+ (267.159) C15H22O4 cos=0.883,0.883
55245,414.3364187,8.801241568,SOLASODINE as [M+H]+ (414.337) C27H43NO2 cos=0.879,0.879
48,284.2942547,7.898645407,Stearamide as [M+H]+ (284.294) C18H37NO cos=0.941,0.941
21397,328.3203384,7.709104554,Stearoyl Ethanolamide as [M+H]+ (328.32) C20H41NO2 cos=0.915,0.915
70268,799.5158239,8.492731557,Symplostatin as [M+H]+ (799.518) C43H70N6O6S cos=0.731,0.731
30198,201.1383876,2.681448024,Tetrahydrozoline HCl as [M+H]+ (201.139) C13H17ClN2 cos=0.799,0.799
21584,201.1382562,6.017329018,Tetrahydrozoline HCl as [M+H]+ (201.139) C13H17ClN2 cos=0.888,0.888
22315,201.1383412,5.82029484,Tetrahydrozoline HCl as [M+H]+ (201.139) C13H17ClN2 cos=0.899,0.899
46388,201.138486,2.941477142,Tetrahydrozoline HCl as [M+H]+ (201.139) C13H17ClN2 cos=0.904,0.904
13846,173.0916979,0.342331259,Theanine as [M-H]- (173.092) C7H14N2O3 cos=0.757,0.757
912,399.2504121,6.553212819,Tri(butoxyethyl)phosphate as [M+H]+ (399.251) C18H39O7P cos=0.975,0.975
243,267.1715407,6.199599552,Tri-isobutyl phosphate as [M+H]+ (267.172) C12H27O4P cos=0.871,0.871
9512,327.0773549,8.564430499,Triphenyl phosphate (TPP) as [M+H]+ (327.078) C18H15O4P cos=0.993,0.993
991,327.0774746,8.815802766,Triphenyl phosphate (TPP) as [M+H]+ (327.078) C18H15O4P cos=0.996,0.996
637,279.0929871,4.845493704,Triphenylphosphine oxide as [M+H]+ (279.093) C18H15OP cos=0.994,0.994
1162,327.0075269,5.315881112,Tris(1-chloro-2-propyl)phosphate as [M+H]+ (327.008) C9H18Cl3O4P cos=0.722,0.722
14958,345.1437168,2.234734583,Tyr-Tyr as [M+H]+ (345.144) C18H20N2O5 cos=0.863,0.863
351,163.0387882,4.241599025,Umbelliferone as [M+H]+ (163.039) C9H6O3 cos=0.907,0.907
1306,391.1637099,6.011514465,Uncarine c as [M+Na]+ (391.163) C21H24N2O4 cos=0.768,0.768
10463,139.049934,0.457830999,Urocanic acid as [M+H]+ (139.051) C6H6N2O2 cos=0.937,0.937
14068,299.0884674,2.700487641,Ursinoic Acid as [M+Na]+ (299.089) C15H16O5 cos=0.732,0.732
14351,315.0804839,2.435158303,Valdecoxib as [M+H]+ (315.08) C16H14N2O3S cos=0.856,0.856
207,489.2266191,7.171690466,VARDENAFIL CITRATE as [M+H]+ (489.228) C23H32N6O4S cos=0.769,0.769
19509,278.2103382,5.451556724,Venlafaxine as [M+H]+ (278.212) C17H27NO2 cos=0.871,0.871
149,235.1689111,6.279534027,Walleminone as [M-H2O+H]+ (235.169) C15H24O3 cos=0.786,0.786
