ID,Label,Database,InChI
10846,Yersiniabactin,nist17,C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@H]2CS[C@H](N2)[C@H]3CSC(=N3)c4ccccc4O)O)C(=O)O
24433,Spectral Match to (R)-(+)-Citronellic acid from NIST14,nist17,N/A
449,Linoleoylglycine,nist17,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-"
1364,Pantothenic acid,nist17,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)"
489,all trans-Retinal,nist17,"InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+"
9565,12(S)-Hydroxy-16-heptadecynoic acid,nist17,"InChI=1S/C17H30O3/c1-2-3-10-13-16(18)14-11-8-6-4-5-7-9-12-15-17(19)20/h1,16,18H,3-15H2,(H,19,20)/t16-/m1/s1"
12438,1-palmitoyl-2-linoleoyl-sn-glycero-3-phospho-(1'-rac-glycerol),nist17,"InChI=1S/C40H75O10P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-40(44)50-38(36-49-51(45,46)48-34-37(42)33-41)35-47-39(43)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37-38,41-42H,3-10,12,14-16,19-36H2,1-2H3,(H,45,46)/b13-11-,18-17-/t37?,38-/m1/s1"
24418,Spectral Match to cis-9-Hexadecenoic acid from NIST14,nist17,N/A
6129,Contaminant vial septum ThermoFisher C5000-44B,nist17, 
4603,(+)-Blebbistatin,nist17,"InChI=1S/C18H16N2O2/c1-12-7-8-15-14(11-12)16(21)18(22)9-10-20(17(18)19-15)13-5-3-2-4-6-13/h2-8,11,22H,9-10H2,1H3/t18-/m0/s1"
25645,Oleamide,nist17,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
16864,Spectral Match to Thr-Leu from NIST14,nist17,N/A
24414,Decamethylcyclopentasiloxane,nist17,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3"
9512,Triphenyl phosphate,nist17,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H"
322,Spectral Match to Allopurinol from NIST14,nist17,N/A
9423,Spectral Match to Leu-Phe from NIST14,nist17,N/A
1055,Contaminant vial septum ThermoFisher C5000-44B,nist17, 
14299,Spectral Match to Dioctyl sulfosuccinate from NIST14,nist17,N/A
98432,Palmitelaidic acid,nist17,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7+"
61824,Spectral Match to Tyr-Val from NIST14,nist17,N/A
7841,Spectral Match to Phe-Val from NIST14,nist17,"InChI=1S/C14H20N2O3/c1-9(2)12(14(18)19)16-13(17)11(15)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)"
9531,Arg-Leu,nist17,N/A
10459,"(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",nist17,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
59273,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
14348,Tyr-Phe,nist17,"InChI=1S/C18H20N2O4/c19-15(10-13-6-8-14(21)9-7-13)17(22)20-16(18(23)24)11-12-4-2-1-3-5-12/h1-9,15-16,21H,10-11,19H2,(H,20,22)(H,23,24)/t15-,16-/m0/s1"
3555,cyclo(L-Val-L-Pro),nist17,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)"
3,Erucamide,nist17,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-"
37492,Spectral Match to Val-Trp from NIST14,nist17,N/A
14515,Spectral Match to Val-Trp from NIST14,nist17,N/A
2201,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14",nist17,N/A
2106,"(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",nist17,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
40237,Nicotinamide riboside cation,nist17,"InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1"
107,Docosanamide,nist17,"InChI=1S/C22H45NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H2,23,24)"
9196,(3-hydroxypentadecanoyl)lysine,nist17, 
9339,Putative (3-hydroxytridecanoyl)lysine,nist17, 
458,Contaminant vial septum ThermoFisher C5000-44B,nist17, 
9173,Burkholdac B,nist17, 
642,Contaminant vial septum ThermoFisher C5000-44B,nist17, 
3369,Matairesinol,nist17,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1"
1262,"(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",nist17,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
1305,"(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",nist17,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
56278,Guaiphenesin,nist17,"InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3"
10902,16-Oxocafestol,nist17,"InChI=1S/C19H24O2/c1-18-7-5-16-13(6-9-21-16)14(18)4-8-19-10-12(15(20)11-19)2-3-17(18)19/h6,9,12,14,17H,2-5,7-8,10-11H2,1H3"
14352,Sesamoside,nist17,"InChI=1S/C17H24O12/c1-16-10-15(28-14-9(21)8(20)7(19)6(3-18)27-14)26-4-5(13(23)25-2)17(10,24)11(22)12(16)29-16/h4,6-12,14-15,18-22,24H,3H2,1-2H3/t6-,7-,8+,9-,10-,11-,12+,14+,15+,16-,17+/m1/s1"
2910,Palmitic acid alkyne,nist17,"InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)"
1083,cis-15-Tetracosenoic acid,nist17,"InChI=1S/C24H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h9-10H,2-8,11-23H2,1H3,(H,25,26)/b10-9-"
30127,1-Oleoyl-sn-glycero-3-phosphoethanolamine,nist17,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1"
24506,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
19738,Spectral Match to N.alpha.-Acetyl-L-lysine from NIST14,nist17,N/A
9216,N-3-Hydroxyoctanoyl-L-homoserine lactone,nist17,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
34484,Spectral Match to Diisodecyl phthalate from NIST14,nist17,N/A
10363,N-3-Hydroxyoctanoyl-L-homoserine lactone,nist17,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
2416,trans-Vaccenic acid,nist17,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7+"
3171,1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,nist17,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"
10015,cis-2-Decenoic acid,nist17,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h8-9H,2-7H2,1H3,(H,11,12)/b9-8-"
10834,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
44256,"(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",nist17,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
28324,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
7,"NCGC00180384-03_C22H32O6_(1S,2R,4aR,8aR)-1-Acetoxy-7-isopropylidene-1,4a-dimethyl-6-oxodecahydro-2-naphthalenyl 2,3-dimethyl-2-oxiranecarboxylate",nist17,"InChI=1S/C22H32O6/c1-12(2)15-10-17-20(5,11-16(15)24)9-8-18(22(17,7)28-14(4)23)26-19(25)21(6)13(3)27-21/h13,17-18H,8-11H2,1-7H3/t13?,17-,18-,20-,21?,22+/m1/s1"
19806,(+)-Blebbistatin,nist17,"InChI=1S/C18H16N2O2/c1-12-7-8-15-14(11-12)16(21)18(22)9-10-20(17(18)19-15)13-5-3-2-4-6-13/h2-8,11,22H,9-10H2,1H3/t18-/m0/s1"
593,"N,N-Dimethyldodecylamine N-oxide",nist17,"InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
13837,Yersiniabactin,nist17, 
993,1-Stearoyl-rac-glycerol,nist17,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3"
13,Oleamide,nist17,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
26540,N-Acetylmuramic Acid,nist17,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
19576,N-Acetylmuramic Acid,nist17,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
25088,Spectral Match to Myristoleic acid from NIST14,nist17,N/A
100486,Palmitic acid alkyne,nist17,"InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)"
9613,Pro-Leu-Arg,nist17,"InChI=1S/C17H32N6O4/c1-10(2)9-13(23-14(24)11-5-3-7-20-11)15(25)22-12(16(26)27)6-4-8-21-17(18)19/h10-13,20H,3-9H2,1-2H3,(H,22,25)(H,23,24)(H,26,27)(H4,18,19,21)"
21379,3-Hydroxycarbofuran,nist17,"InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)"
1720,Totarol,nist17,"InChI=1S/C20H30O/c1-13(2)18-14-7-10-17-19(3,4)11-6-12-20(17,5)15(14)8-9-16(18)21/h8-9,13,17,21H,6-7,10-12H2,1-5H3/t17-,20+/m0/s1"
2139,Docosatrienoic acid,nist17,"InChI=1S/C22H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10H,2,5,8,11-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-"
9496,MassbankEU:SM878901 N-Butylbenzenesulfonamide,nist17,"1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3"
16292,Val-Ile-Arg,nist17,"InChI=1S/C17H34N6O4/c1-5-10(4)13(23-14(24)12(18)9(2)3)15(25)22-11(16(26)27)7-6-8-21-17(19)20/h9-13H,5-8,18H2,1-4H3,(H,22,25)(H,23,24)(H,26,27)(H4,19,20,21)"
15870,Oleamide,nist17,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
24534,cis-9-Hexadecenoic acid,nist17,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-"
11042,N-3-Hydroxydecanoyl-L-homoserine lactone,nist17,"InChI=1S/C14H25NO4/c1-2-3-4-5-6-7-11(16)10-13(17)15-12-8-9-19-14(12)18/h11-12,16H,2-10H2,1H3,(H,15,17)/t11?,12-/m0/s1"
84388,hyocholic acid,nist17,"1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1"
2376,hyocholic acid,nist17,"1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13?,14-,15-,16+,17+,18+,20+,21-,22+,23?,24?/m1/s1"
9457,(3-hydroxyheptadecenoyl)lysine,nist17, 
12927,Trp-Ser,nist17,"InChI=1S/C14H17N3O4/c15-10(13(19)17-12(7-18)14(20)21)5-8-6-16-11-4-2-1-3-9(8)11/h1-4,6,10,12,16,18H,5,7,15H2,(H,17,19)(H,20,21)/t10-,12-/m0/s1"
378,"Spectral Match to 9-Octadecenamide, (Z)- from NIST14",nist17,N/A
1959,MS_Contaminant_Sodium_Formate_Cluster,nist17, 
4611,Pro-Phe-Arg,nist17,"InChI=1S/C20H30N6O4/c21-20(22)24-11-5-9-15(19(29)30)25-18(28)16(12-13-6-2-1-3-7-13)26-17(27)14-8-4-10-23-14/h1-3,6-7,14-16,23H,4-5,8-12H2,(H,25,28)(H,26,27)(H,29,30)(H4,21,22,24)"
48,Stearamide,nist17,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)"
15481,"Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",nist17,N/A
3058,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,nist17, 
15194,Pyochelin,nist17, 
30251,Zerumbone,nist17,"InChI=1S/C15H22O/c1-12-6-5-7-13(2)14(16)9-11-15(3,4)10-8-12/h7-9,11H,5-6,10H2,1-4H3/b11-9-,12-8-,13-7-"
9922,Homogentisic acid,nist17,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)"
60810,Spectral Match to N-Oleoylethanolamine from NIST14,nist17,N/A
166,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",nist17,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3"
38811,S-Hydroprene,nist17,"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+/t15-/m0/s1"
10250,Thymoquinone,nist17,"InChI=1S/C10H12O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6H,1-3H3"
69312,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
839,"2,6-Di-tert-butylbenzoquinone",nist17,"InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3"
9556,N-3-Hydroxyoctanoyl-L-homoserine lactone,nist17,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
54812,Acybolin A,nist17, 
610,MoNA:692628 Rimantadine,nist17,"InChI=1S/C12H21N/c1-8(13)12-5-9-2-10(6-12)4-11(3-9)7-12/h8-11H,2-7,13H2,1H3"
504,"1,6-Anhydro-.beta.-D-glucose",nist17,"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1"
24578,MassbankEU:SM878901 N-Butylbenzenesulfonamide,nist17,"1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3"
198,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
9788,Spectral Match to Nandrolone from NIST14,nist17,N/A
2594,Spectral Match to Farnesol from NIST14,nist17,N/A
24455,1-Monolinoleoyl-rac-glycerol,nist17,"InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-"
9562,cyclo(L-Phe-D-Pro),nist17,N/A
24686,"cis,cis-9,12-Octadecadien-1-ol",nist17,"InChI=1S/C18H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h6-7,9-10,19H,2-5,8,11-18H2,1H3/b7-6-,10-9-"
1283,Curcumenol,nist17,"InChI=1S/C15H22O2/c1-9(2)13-8-14-11(4)5-6-12(14)10(3)7-15(13,16)17-14/h7,11-12,16H,5-6,8H2,1-4H3"
21384,"Androstane-3,17-diol, (3.alpha.,5.alpha.,17.beta.)-",nist17,"InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-/m0/s1"
46972,cyclo(Phe-4-hydroxy-Pro),nist17,N/A
5053,Myristoleic acid,nist17,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
1176,ACARBOSE,nist17,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3"
9389,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,nist17, 
24541,Neoabietic acid,nist17,"InChI=1S/C20H30O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h12,16-17H,5-11H2,1-4H3,(H,21,22)/t16-,17+,19+,20+/m0/s1"
9833,Spectral Match to Decaethylene glycol tridecyl ether from NIST14,nist17,N/A
10093,Chamissonolide,nist17,"InChI=1S/C17H24O6/c1-7-5-10-13(8(2)16(21)23-10)15(20)17(4)12(19)6-11(14(7)17)22-9(3)18/h7,10-15,19-20H,2,5-6H2,1,3-4H3/t7-,10-,11+,12-,13-,14-,15+,17-/m1/s1"
24535,Spectral Match to Myristoleic acid from NIST14,nist17,N/A
14012,"(9Z,12Z,15Z-Octadecatrienoyl) coenzyme A",nist17,"InChI=1S/C39H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,26-28,32-34,38,49-50H,4,7,10,13-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b6-5-,9-8-,12-11-/t28-,32+,33?,34+,38-/m1/s1"
14884,"Dodeca-2(E),4(E)-dienoic acid",nist17,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+"
9363,ACARBOSE,nist17,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,4,7,9-27,29-40H,3,5-6H2,1H3"
32,Chorismic acid,nist17,"InChI=1S/C10H10O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m1/s1"
19271,"2-[4-[4-[hydroxy-(4-hydroxy-3-methoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",nist17,"InChI=1S/C26H34O12/c1-34-18-7-12(3-5-16(18)29)21(30)15-11-36-25(14(15)9-27)13-4-6-17(19(8-13)35-2)37-26-24(33)23(32)22(31)20(10-28)38-26/h3-8,14-15,20-33H,9-11H2,1-2H3"
86294,"5.alpha.-Androstane-3,17-dione",nist17,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-16H,3-11H2,1-2H3/t12-,14-,15-,16-,18-,19-/m0/s1"
25199,Acybolin D,nist17, 
4462,1H-Indole-3-propanoic acid,nist17,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)"
24494,S-Hydroprene,nist17,"InChI=1S/C17H30O2/c1-6-19-17(18)13-16(5)12-8-11-15(4)10-7-9-14(2)3/h8,12-15H,6-7,9-11H2,1-5H3/b12-8+,16-13+/t15-/m0/s1"
24754,"methyl (3R,4R,5R)-5-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]oxy-3,4-dihydroxycyclohexene-1-carboxylate",nist17,"InChI=1S/C23H28O11/c1-31-22(30)13-9-14(25)18(27)15(10-13)32-23-21(20(29)19(28)16(11-24)33-23)34-17(26)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-25,27-29H,10-11H2,1H3/b8-7+/t14-,15-,16-,18-,19-,20+,21-,23-/m1/s1"
3057,"methyl (3R,4R,5R)-5-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]oxy-3,4-dihydroxycyclohexene-1-carboxylate",nist17,"InChI=1S/C23H28O11/c1-31-22(30)13-9-14(25)18(27)15(10-13)32-23-21(20(29)19(28)16(11-24)33-23)34-17(26)8-7-12-5-3-2-4-6-12/h2-9,14-16,18-21,23-25,27-29H,10-11H2,1H3/b8-7+/t14-,15-,16-,18-,19-,20+,21-,23-/m1/s1"
1525,"1,2-Dipalmitoleoyl-sn-glycero-3-phosphoethanolamine",nist17,"InChI=1S/C37H70NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,35H,3-12,17-34,38H2,1-2H3,(H,41,42)/b15-13-,16-14-/t35-/m1/s1"
831,"cis-8,11,14-Eicosatrienoic acid",nist17,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-"
24997,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,nist17, 
10551,N-Acetylmuramic Acid,nist17,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
2112,"Spectral Match to (Z,E)-Tetradeca-9,12-dienol from NIST14",nist17,N/A
